Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-10-09,11:15 PM,9:00 PM +1 (2025-10-10),19 hr 45 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Korean Air",2025-10-09,11:15 PM,9:05 PM +1 (2025-10-10),19 hr 50 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Korean Air",2025-10-09,11:15 PM,10:50 PM +1 (2025-10-10),21 hr 35 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-10-09,11:15 PM,11:30 PM +1 (2025-10-10),22 hr 15 min,1 stop,"IDR 16,024,900"
"Garuda Indonesia, JAL + Korean Air",2025-10-09,11:15 PM,2:15 PM +1 (2025-10-10),13 hr,1 stop,"IDR 16,190,600"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-10-09,11:15 PM,5:50 PM +1 (2025-10-10),16 hr 35 min,1 stop,"IDR 16,190,600"
"Garuda Indonesia, Korean Air",2025-10-09,11:15 PM,6:30 PM +1 (2025-10-10),17 hr 15 min,1 stop,"IDR 16,190,600"
"Garuda Indonesia, Korean Air",2025-10-09,11:15 PM,9:00 PM +1 (2025-10-10),19 hr 45 min,1 stop,"IDR 16,190,600"
"Garuda Indonesia, JAL + Korean Air",2025-10-09,11:15 PM,9:30 PM +1 (2025-10-10),20 hr 15 min,1 stop,"IDR 16,190,600"
"Garuda Indonesia, Asiana Airlines + Korean Air",2025-10-09,11:15 PM,10:00 PM +1 (2025-10-10),20 hr 45 min,1 stop,"IDR 16,190,600"
THAI,2025-10-09,7:00 PM,9:10 PM +1 (2025-10-10),24 hr 10 min,1 stop,"IDR 17,801,400"
Singapore Airlines,2025-10-09,8:15 PM,8:00 AM +2 (2025-10-11),33 hr 45 min,1 stop,"IDR 17,807,300"
"Garuda Indonesia, Shanghai Airlines + China Eastern",2025-10-09,11:45 PM,3:50 PM +1 (2025-10-10),14 hr 5 min,1 stop,"IDR 18,111,000"
"Garuda Indonesia, China Eastern",2025-10-09,11:45 PM,3:55 PM +1 (2025-10-10),14 hr 10 min,1 stop,"IDR 18,111,000"
"Garuda Indonesia, China Eastern",2025-10-09,11:45 PM,6:30 PM +1 (2025-10-10),16 hr 45 min,1 stop,"IDR 18,111,000"
"Garuda Indonesia, China Eastern",2025-10-09,11:45 PM,8:55 PM +1 (2025-10-10),19 hr 10 min,1 stop,"IDR 18,111,000"
"Garuda Indonesia, China Eastern",2025-10-09,11:45 PM,9:20 PM +1 (2025-10-10),19 hr 35 min,1 stop,"IDR 18,111,000"
Garuda Indonesia,2025-10-09,7:05 AM,8:50 AM +1 (2025-10-10),23 hr 45 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-10-09,5:00 PM,8:50 AM +1 (2025-10-10),13 hr 50 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-10-09,6:30 PM,8:50 AM +1 (2025-10-10),12 hr 20 min,1 stop,"IDR 18,594,420"
Garuda Indonesia,2025-10-09,7:30 PM,8:50 AM +1 (2025-10-10),11 hr 20 min,1 stop,"IDR 18,594,420"
Cebu Pacific,2025-10-09,12:15 AM,6:10 PM (2025-10-09),15 hr 55 min,1 stop,"IDR 18,639,932"
Garuda Indonesia,2025-10-09,5:25 PM,8:50 AM +1 (2025-10-10),13 hr 25 min,1 stop,"IDR 18,648,100"
"Philippine Airlines, Asiana Airlines",2025-10-09,12:55 AM,9:00 PM (2025-10-09),18 hr 5 min,2 stops,"IDR 23,849,800"
"EVA Air, ANA",2025-10-09,2:30 PM,5:45 PM +1 (2025-10-10),25 hr 15 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-10-09,2:30 PM,8:50 PM +1 (2025-10-10),28 hr 20 min,1 stop,"IDR 24,060,400"
"China Eastern, Asiana Airlines",2025-10-09,11:30 PM,9:00 PM +1 (2025-10-10),19 hr 30 min,2 stops,"IDR 25,803,800"
"China Eastern, Asiana Airlines",2025-10-09,11:30 PM,9:00 PM +1 (2025-10-10),19 hr 30 min,2 stops,"IDR 25,803,800"
"China Eastern, Asiana Airlines",2025-10-09,11:30 PM,9:00 PM +1 (2025-10-10),19 hr 30 min,2 stops,"IDR 25,803,800"
"Philippine Airlines, JAL",2025-10-09,12:55 AM,10:25 PM (2025-10-09),19 hr 30 min,2 stops,"IDR 26,080,200"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-10-09,12:55 AM,6:55 PM (2025-10-09),16 hr,2 stops,"IDR 26,206,000"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-10-09,12:55 AM,7:55 PM (2025-10-09),17 hr,2 stops,"IDR 26,846,200"
"Philippine Airlines, ANA + Operated by ANA Wings",2025-10-09,12:55 AM,10:25 PM (2025-10-09),19 hr 30 min,2 stops,"IDR 26,846,200"
"Philippine Airlines, JAL + ANA",2025-10-09,12:55 AM,6:35 PM (2025-10-09),15 hr 40 min,2 stops,"IDR 27,662,400"
China Southern,2025-10-09,1:15 PM,1:05 PM +1 (2025-10-10),21 hr 50 min,2 stops,"IDR 28,471,600"
China Southern,2025-10-09,1:15 PM,1:05 PM +1 (2025-10-10),21 hr 50 min,2 stops,"IDR 28,471,600"
"Philippine Airlines, ANA",2025-10-09,12:55 AM,6:50 PM (2025-10-09),15 hr 55 min,2 stops,"IDR 28,661,400"
"Philippine Airlines, ANA",2025-10-09,12:55 AM,7:30 PM (2025-10-09),16 hr 35 min,2 stops,"IDR 28,661,400"
"Garuda Indonesia, ANA",2025-10-09,5:40 PM,7:15 PM +1 (2025-10-10),23 hr 35 min,1 stop,"IDR 30,669,200"
ANA,2025-10-09,9:25 PM,6:50 AM +1 (2025-10-10),7 hr 25 min,Nonstop,"IDR 31,400,900"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-09,5:30 AM,9:55 PM (2025-10-09),14 hr 25 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-09,8:55 AM,9:55 PM (2025-10-09),11 hr,1 stop,"IDR 31,838,200"
"Singapore Airlines, ANA",2025-10-09,5:25 AM,7:15 PM (2025-10-09),11 hr 50 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-10-09,5:25 AM,8:00 AM +1 (2025-10-10),24 hr 35 min,1 stop,"IDR 31,854,700"
"THAI, China Eastern, JAL",2025-10-09,7:00 PM,1:55 PM +1 (2025-10-10),16 hr 55 min,2 stops,"IDR 32,442,200"
"Cathay Pacific, China Eastern",2025-10-09,12:05 AM,8:55 PM (2025-10-09),18 hr 50 min,2 stops,"IDR 34,907,600"
"THAI, China Southern",2025-10-09,7:00 PM,2:20 PM +1 (2025-10-10),17 hr 20 min,2 stops,"IDR 36,519,100"
"Cathay Pacific, China Eastern",2025-10-09,12:05 AM,8:55 PM (2025-10-09),18 hr 50 min,2 stops,"IDR 39,489,200"
"Garuda Indonesia, Cathay Pacific",2025-10-09,12:50 PM,8:30 PM +1 (2025-10-10),29 hr 40 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-09,12:50 PM,9:35 PM +1 (2025-10-10),30 hr 45 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific",2025-10-09,12:50 PM,6:40 AM +2 (2025-10-11),39 hr 50 min,2 stops,"IDR 39,807,200"
"Cathay Pacific, ANA",2025-10-09,2:20 PM,9:45 AM +1 (2025-10-10),17 hr 25 min,2 stops,"IDR 39,871,700"
"Cathay Pacific, ANA + Operated by Air Japan",2025-10-09,12:05 AM,3:10 PM (2025-10-09),13 hr 5 min,1 stop,"IDR 40,020,000"
"Garuda Indonesia, Cathay Pacific",2025-10-09,5:30 AM,8:30 PM (2025-10-09),13 hr,2 stops,"IDR 40,576,900"
"Garuda Indonesia, Cathay Pacific",2025-10-09,5:30 AM,9:35 PM (2025-10-09),14 hr 5 min,2 stops,"IDR 40,576,900"
"China Eastern, Asiana Airlines",2025-10-09,11:30 PM,9:00 PM +1 (2025-10-10),19 hr 30 min,2 stops,"IDR 40,967,800"
"THAI, ANA",2025-10-09,12:35 PM,6:00 AM +1 (2025-10-10),15 hr 25 min,1 stop,"IDR 42,773,000"
"THAI, ANA",2025-10-09,7:00 PM,6:00 PM +1 (2025-10-10),21 hr,1 stop,"IDR 42,773,000"
"THAI, ANA",2025-10-09,7:00 PM,12:05 PM +1 (2025-10-10),15 hr 5 min,2 stops,"IDR 42,836,400"
"THAI, ANA",2025-10-09,7:00 PM,12:55 PM +1 (2025-10-10),15 hr 55 min,2 stops,"IDR 42,836,400"
"THAI, ANA",2025-10-09,12:35 PM,7:15 AM +1 (2025-10-10),16 hr 40 min,2 stops,"IDR 42,947,500"
"Garuda Indonesia, Cathay Pacific",2025-10-09,5:25 PM,6:40 AM +2 (2025-10-11),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-09,5:25 PM,6:40 AM +2 (2025-10-11),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,1:40 PM +2 (2025-10-11),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,1:40 PM +2 (2025-10-11),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,2:30 PM +2 (2025-10-11),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,2:30 PM +2 (2025-10-11),43 hr 5 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-10-09,12:05 AM,3:40 PM (2025-10-09),13 hr 35 min,2 stops,"IDR 43,870,700"
"Garuda Indonesia, Cathay Pacific, ANA + Operated by Air Japan",2025-10-09,5:25 PM,3:10 PM +2 (2025-10-11),43 hr 45 min,2 stops,"IDR 44,081,000"
"Garuda Indonesia, Cathay Pacific, ANA + Operated by Air Japan",2025-10-09,5:25 PM,3:10 PM +2 (2025-10-11),43 hr 45 min,2 stops,"IDR 44,081,000"
"China Southern, ANA",2025-10-09,9:10 AM,5:30 AM +1 (2025-10-10),18 hr 20 min,2 stops,"IDR 46,361,300"
Garuda Indonesia,2025-10-09,12:50 PM,8:50 AM +2 (2025-10-11),42 hr,2 stops,"IDR 47,138,680"
"THAI, JAL",2025-10-09,7:00 PM,11:35 AM +1 (2025-10-10),14 hr 35 min,2 stops,"IDR 47,331,700"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-09,12:50 PM,2:20 PM +2 (2025-10-11),47 hr 30 min,3 stops,"IDR 48,075,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-09,12:50 PM,7:45 PM +2 (2025-10-11),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-09,12:50 PM,7:45 PM +2 (2025-10-11),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,5:15 PM +1 (2025-10-10),21 hr 50 min,3 stops,"IDR 49,775,400"
"Garuda Indonesia, Cathay Pacific",2025-10-09,12:50 PM,6:40 AM +2 (2025-10-11),39 hr 50 min,3 stops,"IDR 52,353,080"
"Garuda Indonesia, Cathay Pacific",2025-10-09,12:50 PM,6:40 AM +2 (2025-10-11),39 hr 50 min,3 stops,"IDR 52,353,080"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,8:30 PM +1 (2025-10-10),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,8:30 PM +1 (2025-10-10),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,9:35 PM +1 (2025-10-10),26 hr 10 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,8:30 PM +1 (2025-10-10),25 hr 5 min,3 stops,"IDR 58,926,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-09,5:25 PM,9:35 PM +1 (2025-10-10),26 hr 10 min,3 stops,"IDR 58,926,600"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-10-09,12:50 PM,8:30 PM +1 (2025-10-10),29 hr 40 min,3 stops,"IDR 61,237,900"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,4:05 PM +2 (2025-10-11),44 hr 40 min,2 stops,"IDR 69,520,700"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-09,5:25 PM,4:05 PM +2 (2025-10-11),44 hr 40 min,2 stops,"IDR 69,520,700"
Air China,2025-10-09,1:45 AM,5:25 PM (2025-10-09),13 hr 40 min,1 stop,Price unavailable
Air China,2025-10-09,1:45 AM,6:50 PM (2025-10-09),15 hr 5 min,1 stop,Price unavailable
Air China,2025-10-09,1:45 AM,8:00 PM (2025-10-09),16 hr 15 min,1 stop,Price unavailable
Air China,2025-10-09,1:45 AM,9:30 PM (2025-10-09),17 hr 45 min,1 stop,Price unavailable
Air China,2025-10-09,1:45 AM,1:40 PM +1 (2025-10-10),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,4:15 AM,6:05 PM (2025-10-09),11 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,4:15 AM,7:40 AM +1 (2025-10-10),25 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,11:10 AM,7:40 AM +1 (2025-10-10),18 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,11:10 AM,6:05 PM +1 (2025-10-10),28 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,12:15 PM,7:40 AM +1 (2025-10-10),17 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,12:15 PM,6:05 PM +1 (2025-10-10),27 hr 50 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,7:15 AM +1 (2025-10-10),15 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,7:15 AM +1 (2025-10-10),15 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,7:15 AM +1 (2025-10-10),15 hr 25 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-10-09,1:50 PM,7:15 AM +1 (2025-10-10),15 hr 25 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,7:35 AM +1 (2025-10-10),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,8:00 AM +1 (2025-10-10),16 hr 10 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-09,1:50 PM,3:05 PM +1 (2025-10-10),23 hr 15 min,2 stops,Price unavailable
Malaysia Airlines,2025-10-09,4:05 PM,7:40 AM +1 (2025-10-10),13 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,4:05 PM,6:05 PM +1 (2025-10-10),24 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-09,5:00 PM,3:45 PM +1 (2025-10-10),20 hr 45 min,1 stop,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,3:55 PM +1 (2025-10-10),20 hr 30 min,2 stops,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,5:30 PM +1 (2025-10-10),22 hr 5 min,2 stops,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,6:30 PM +1 (2025-10-10),23 hr 5 min,2 stops,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,10:40 AM +2 (2025-10-11),39 hr 15 min,2 stops,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,11:00 AM +2 (2025-10-11),39 hr 35 min,2 stops,Price unavailable
"Garuda Indonesia, Jeju Air",2025-10-09,5:25 PM,12:55 PM +2 (2025-10-11),41 hr 30 min,2 stops,Price unavailable
Singapore Airlines,2025-10-09,6:05 PM,3:45 PM +1 (2025-10-10),19 hr 40 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,6:25 PM,7:40 AM +1 (2025-10-10),11 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,6:25 PM,6:05 PM +1 (2025-10-10),21 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-09,7:20 PM,3:45 PM +1 (2025-10-10),18 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-09,7:50 PM,6:05 PM +1 (2025-10-10),20 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-09,8:15 PM,3:45 PM +1 (2025-10-10),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-09,8:15 PM,5:30 PM +1 (2025-10-10),19 hr 15 min,1 stop,Price unavailable
Air China,2025-10-09,11:00 PM,3:50 PM +1 (2025-10-10),14 hr 50 min,1 stop,Price unavailable
Air China,2025-10-09,11:00 PM,6:35 PM +1 (2025-10-10),17 hr 35 min,2 stops,Price unavailable
Air China,2025-10-09,11:00 PM,7:30 PM +1 (2025-10-10),18 hr 30 min,2 stops,Price unavailable
Air China,2025-10-09,11:00 PM,8:00 PM +1 (2025-10-10),19 hr,2 stops,Price unavailable
Air China,2025-10-09,11:00 PM,9:30 PM +1 (2025-10-10),20 hr 30 min,2 stops,Price unavailable
EVA Air,2025-10-10,2:30 PM,12:25 PM +1 (2025-10-11),19 hr 55 min,1 stop,"IDR 3,471,400"
China Airlines,2025-10-10,1:30 AM,7:00 PM (2025-10-10),15 hr 30 min,1 stop,"IDR 4,951,800"
China Eastern,2025-10-10,11:30 PM,12:50 PM +1 (2025-10-11),11 hr 20 min,1 stop,"IDR 5,673,000"
EVA Air + ANA,2025-10-10,2:30 PM,11:35 AM +1 (2025-10-11),19 hr 5 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-10,2:30 PM,1:25 PM +1 (2025-10-11),20 hr 55 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-10,2:30 PM,7:40 PM +1 (2025-10-11),27 hr 10 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-10,2:30 PM,8:05 PM +1 (2025-10-11),27 hr 35 min,1 stop,"IDR 3,471,400"
Scoot,2025-10-10,5:55 PM,7:55 PM +1 (2025-10-11),24 hr,2 stops,"IDR 4,307,998"
Scoot,2025-10-10,10:25 PM,7:55 PM +1 (2025-10-11),19 hr 30 min,2 stops,"IDR 4,307,998"
Vietjet,2025-10-10,1:30 PM,7:55 AM +1 (2025-10-11),16 hr 25 min,1 stop,"IDR 4,811,821"
Vietjet,2025-10-10,1:30 PM,1:00 AM +2 (2025-10-12),33 hr 30 min,1 stop,"IDR 4,811,821"
China Airlines,2025-10-10,1:30 AM,8:45 PM (2025-10-10),17 hr 15 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-10,2:40 PM,11:20 AM +1 (2025-10-11),18 hr 40 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-10,2:40 PM,1:15 PM +1 (2025-10-11),20 hr 35 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-10,2:40 PM,5:00 PM +1 (2025-10-11),24 hr 20 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-10,2:40 PM,7:00 PM +1 (2025-10-11),26 hr 20 min,1 stop,"IDR 4,951,800"
"Indonesia AirAsia, Thai AirAsia X",2025-10-10,2:15 PM,10:45 AM +1 (2025-10-11),18 hr 30 min,1 stop,"IDR 5,033,889"
"AirAsia, AirAsia X",2025-10-10,8:30 PM,10:35 PM +1 (2025-10-11),24 hr 5 min,1 stop,"IDR 5,127,684"
"AirAsia, AirAsia X",2025-10-10,9:15 PM,10:35 PM +1 (2025-10-11),23 hr 20 min,1 stop,"IDR 5,127,684"
Scoot,2025-10-10,12:30 PM,11:10 AM +1 (2025-10-11),20 hr 40 min,2 stops,"IDR 5,182,352"
Scoot,2025-10-10,5:55 PM,11:10 AM +1 (2025-10-11),15 hr 15 min,2 stops,"IDR 5,182,352"
Scoot,2025-10-10,8:05 PM,11:10 AM +1 (2025-10-11),13 hr 5 min,2 stops,"IDR 5,182,352"
Scoot,2025-10-10,8:05 PM,7:55 PM +1 (2025-10-11),21 hr 50 min,2 stops,"IDR 5,182,352"
XiamenAir,2025-10-10,1:35 PM,1:45 PM +1 (2025-10-11),22 hr 10 min,1 stop,"IDR 5,473,600"
"Indonesia AirAsia, AirAsia X",2025-10-10,5:00 AM,10:35 PM (2025-10-10),15 hr 35 min,1 stop,"IDR 5,532,789"
"Indonesia AirAsia, Thai AirAsia X",2025-10-10,12:05 PM,10:45 AM +1 (2025-10-11),20 hr 40 min,1 stop,"IDR 5,547,789"
Scoot,2025-10-10,8:05 PM,6:40 AM +2 (2025-10-12),32 hr 35 min,1 stop,"IDR 5,557,998"
Royal Brunei,2025-10-10,1:10 PM,7:30 AM +2 (2025-10-12),40 hr 20 min,1 stop,"IDR 5,574,300"
"China Eastern, Shanghai Airlines",2025-10-10,11:30 PM,3:50 PM +1 (2025-10-11),14 hr 20 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-10,11:30 PM,3:55 PM +1 (2025-10-11),14 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-10,11:30 PM,8:55 PM +1 (2025-10-11),19 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-10,11:30 PM,9:20 PM +1 (2025-10-11),19 hr 50 min,1 stop,"IDR 5,673,000"
"Indonesia AirAsia, AirAsia X",2025-10-10,6:25 AM,10:35 PM (2025-10-10),14 hr 10 min,1 stop,"IDR 5,732,789"
Scoot,2025-10-10,9:30 AM,11:10 AM +1 (2025-10-11),23 hr 40 min,2 stops,"IDR 5,832,352"
Scoot,2025-10-10,9:30 AM,7:55 PM +1 (2025-10-11),32 hr 25 min,2 stops,"IDR 5,832,352"
Scoot,2025-10-10,12:30 PM,7:55 PM +1 (2025-10-11),29 hr 25 min,2 stops,"IDR 5,832,352"
"Indonesia AirAsia, Thai AirAsia X",2025-10-10,2:15 PM,8:00 AM +1 (2025-10-11),15 hr 45 min,1 stop,"IDR 6,058,121"
"AirAsia, AirAsia X",2025-10-10,8:35 AM,10:35 PM (2025-10-10),12 hr,1 stop,"IDR 6,091,789"
Scoot,2025-10-10,10:25 PM,6:40 AM +2 (2025-10-12),30 hr 15 min,1 stop,"IDR 6,257,998"
Thai Lion Air,2025-10-10,8:30 PM,4:30 PM +1 (2025-10-11),18 hr,2 stops,"IDR 6,261,400"
"Indonesia AirAsia, Thai AirAsia X",2025-10-10,12:05 PM,8:00 AM +1 (2025-10-11),17 hr 55 min,1 stop,"IDR 6,572,021"
China Airlines,2025-10-10,1:30 AM,4:55 PM (2025-10-10),13 hr 25 min,1 stop,"IDR 6,832,800"
China Eastern,2025-10-10,11:30 PM,6:30 PM +1 (2025-10-11),17 hr,1 stop,"IDR 6,895,000"
China Southern,2025-10-10,9:10 AM,1:30 PM +1 (2025-10-11),26 hr 20 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-10,9:10 AM,2:20 PM +1 (2025-10-11),27 hr 10 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-10,1:15 PM,1:30 PM +1 (2025-10-11),22 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-10,1:15 PM,2:20 PM +1 (2025-10-11),23 hr 5 min,1 stop,"IDR 7,043,900"
Thai Lion Air,2025-10-10,8:30 PM,4:30 PM +1 (2025-10-11),18 hr,2 stops,"IDR 7,413,100"
Vietjet,2025-10-10,2:00 PM,8:00 AM +1 (2025-10-11),16 hr,1 stop,"IDR 7,421,884"
Vietjet,2025-10-10,2:00 PM,3:30 PM +1 (2025-10-11),23 hr 30 min,1 stop,"IDR 7,421,884"
"Indonesia AirAsia, Thai AirAsia",2025-10-10,2:15 PM,1:05 PM +1 (2025-10-11),20 hr 50 min,2 stops,"IDR 7,437,776"
XiamenAir,2025-10-10,7:05 AM,1:40 PM +1 (2025-10-11),28 hr 35 min,1 stop,"IDR 7,672,600"
China Southern,2025-10-10,12:20 AM,3:00 PM +1 (2025-10-11),36 hr 40 min,1 stop,"IDR 7,846,900"
China Southern,2025-10-10,1:15 PM,7:45 PM +1 (2025-10-11),28 hr 30 min,1 stop,"IDR 7,846,900"
SriLankan,2025-10-10,2:25 PM,8:10 AM +2 (2025-10-12),39 hr 45 min,1 stop,"IDR 7,937,000"
XiamenAir,2025-10-10,11:30 PM,1:45 PM +1 (2025-10-11),12 hr 15 min,1 stop,"IDR 8,133,600"
Philippine Airlines + ANA,2025-10-10,12:55 AM,1:10 PM (2025-10-10),10 hr 15 min,1 stop,"IDR 8,318,000"
Philippine Airlines + ANA,2025-10-10,12:55 AM,1:40 PM (2025-10-10),10 hr 45 min,1 stop,"IDR 8,318,000"
Philippine Airlines + ANA,2025-10-10,12:55 AM,8:30 PM (2025-10-10),17 hr 35 min,1 stop,"IDR 8,318,000"
Philippine Airlines + ANA,2025-10-10,12:55 AM,12:25 AM +1 (2025-10-11),21 hr 30 min,1 stop,"IDR 8,318,000"
Cathay Pacific,2025-10-10,12:05 AM,1:40 PM (2025-10-10),11 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,12:05 AM,1:55 PM (2025-10-10),11 hr 50 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-10,12:05 AM,2:30 PM (2025-10-10),12 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,12:05 AM,4:05 PM (2025-10-10),14 hr,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,12:05 AM,8:30 PM (2025-10-10),18 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,12:05 AM,9:35 PM (2025-10-10),19 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,12:05 AM,6:40 AM +1 (2025-10-11),28 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,8:10 AM,8:30 PM (2025-10-10),10 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,8:10 AM,9:35 PM (2025-10-10),11 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,8:10 AM,6:40 AM +1 (2025-10-11),20 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,8:10 AM,1:40 PM +1 (2025-10-11),27 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-10,8:10 AM,1:55 PM +1 (2025-10-11),27 hr 45 min,1 stop,"IDR 8,330,500"
